name,address,website,source_url,extracted_date
Steven Amedee Gallery,41 N Moore Street,http://stevenamedee.com/exhibitions,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Steven S. Powers | Joshua Lowenfels,53 Stanton Street,http://stevenspowers.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Storage,"52 Walker Street, 4th Fl.",http://storageartgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
strobe,373 Broadway,http://s-t-r-o-b-e.biz,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Studio 9D,"508 West 26th Street, Studio 9D",http://instagram.com/studioninedee,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Studio in a School Gallery,1 East 53rd Street,http://studioinaschoolgallery.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Studio Underground,393 B West Broadway,http://studiounderground.co,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Studio2M,Email for address,http://studio2mnyc.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Stuyvesant-Fish House | Cooper Union,21 Stuyvesant Street,http://https://cooper.edu/events-and-exhibitions/exhibitions,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Sue Tear,Located Underneath 834 Hart Street,http://suetear.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Sugarlift,508 West 28th Street,http://sugarlift.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Summertime,145 Ainslie Street,http://summertimegallery.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Superhouse,"120 Walker Street, 6R",http://superhouse.us,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
SVA Chelsea Gallery | School of Visual Arts,"601 West 26th Street, 15th Floor, Starrett Lehigh Building",http://galleries.sva.edu,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
SVA Flatiron Gallery | School of Visual Arts,133/141 West 21st Street,http://galleries.sva.edu,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
SVA Gramercy Gallery | School of Visual Arts,"209 East 23rd Street, 1st Fl.",http://galleries.sva.edu,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
SVA MA Curatorial Practice | School of Visual Arts,"132 West 21st Street, 10th Fl.",http://macp.sva.edu,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Swanson Kuball,"9–20 35th Avenue, Suite 2F2",http://swansonkuball.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Sweet Lorraine Gallery,183 Lorraine Street,http://instagram.com/sweetlorrainegallery,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Swiss Institute,38 St Marks Place,http://swissinstitute.net,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Swivel Gallery,555 Greenwich Street,http://swivelgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Taller Boricua Gallery,1680 Lexington Avenue,http://tallerboricua.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Talwar Gallery | New York,108 East 16th Street,http://talwargallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Taylor Graham | New York,5 East 82nd Street,http://taylorandgraham.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Temporal Spaces,144 Division Street,http://temporalspacesart.wordpress.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The 8th Floor | The Shelley & Donald Rubin Foundation,"17 West 17th Street, 8th Floor",http://the8thfloor.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Active Space,566 Johnson Avenue,http://activespacestudios.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Bishop Gallery,630 Flushing Avenue,http://thebishopgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
THE BLANC,15 East 40th Street,http://theblanc.art,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Boiler | ELM Foundation,191 North 14th Street,http://theboiler191.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Brant Foundation | New York,421 East 6th Street,http://brantfoundation.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Brick | Brick Aux Gallery,628 Metropolitan Avenue,http://bricktheater.com/brick-aux,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Commons and Rosenberg Gallery | New York University (NYU),"34 Stuyvesant St, New York University",http://steinhardt.nyu.edu/departments/art-and-art-professions/exhibitions-and-events,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Cubiculo,1370 72nd Street,http://instagram.com/thecubiculo,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Current Selection,521 E 14th St,http://thecurrentselection.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Development Gallery,75 Leonard Street,http://channelelster.com/art-gallery,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Empty Circle,260 W Broadway 7G,http://theemptycircle.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Fridge,"11 East 78th Street, 4th Floor",http://thefridge.tokyo,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Gallery,"1000 Dean Street, Suite 410",http://thegallerythegallerythegallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Gallery at W83,150 W 83rd St.,http://facebook.com/150W83,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Great Hall | The Cooper Union,"7 East 7th Street, Foundation Building",http://cooper.edu/about/great-hall,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Grove Foundation for the Arts,86 Walker Street,http://grovefoundationforthearts.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Hand,601 Wilson Ave,http://thehand.space,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
"The James Gallery, CUNY Graduate Center","365 Fifth Avenue, CUNY Graduate Center",http://centerforthehumanities.org/james-gallery,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Java Project,252 Java Street,http://thejavaproj.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Journal Gallery,45 White Street,http://thejournalgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Kitchen,"163B Bank Street, 4th Floor Loft",http://thekitchen.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Korea Society,"350 Madison Avenue, 24th Floor",http://koreasociety.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The LeRoy Neiman Gallery | Columbia University School of the Arts,"310 Dodge Hall (Columbia University), 2960 Broadway",http://arts.columbia.edu/leroy-neiman-gallery,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
"The Lesbian, Gay, Bisexual, and Transgender Community Center (The Center)",208 West 13th Street,http://gaycenter.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Meeting,"West Village. To schedule a visit, please email bill@billcournoyer.com",http://billcournoyer.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Opening Gallery,41 Division Street,http://theopeninggallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
THE POEM,Visits by appointment,http://thepoem.gallery,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Rubelle and Norman Schafler Gallery | Pratt Institute,200 Willoughby Avenue,http://pratt.edu,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Shirley Project Space,609 Washington Avenue,http://theshirleyprojectspace.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Slip,25 Peck Slip,http://theslip.co,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
The Women’s Darkroom + Gallery,"36 Waverly Avenue, #403",http://thewomensdarkroom.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Theta,"184 Franklin Street, Lower Level",http://theta.nyc,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Thomas Erben Gallery,"526 West 26th Street, 4th Floor",http://thomaserben.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
THOMAS NICKLES PROJECT,47 Orchard Street,http://thomasnickles.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Thomas VanDyke Gallery,434 39th Street,http://thomasvandyke.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Throckmorton Fine Art,145 East 57th Street 3rd Floor,http://throckmorton-nyc.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Tilton Gallery,8 East 76th Street,http://jacktiltongallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
times,"151 Lafayette Street, 4th Floor",http://timesny.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Times Square Arts,1560 Broadway,http://tsq.org/arts,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Times Square Space,1500 Broadway Ground Floor,http://instagram.com/timessquarespace,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Tina Kim Gallery,525 West 21st Street,http://tinakimgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Toby,15-68 Summerfield Street,http://instagram.com/toby78___,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Tomato Mouse,301 Saratoga Ave,http://tomatomouse.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Tommaso Calabro | New York,545 W 23rd Street,http://tommasocalabro.com/en,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
"TOPAZ ARTS, Inc.",55-03 39th Avenue,http://topazarts.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Triangle Arts Association,"20 Jay Street, Suite #318",http://triangle-arts-association.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
TURN Gallery,"32 East 68th Street, 2nd Floor",http://turngallerynyc.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Tutu Gallery,contact gallery for address,http://tutugallery.art,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Twenty First Gallery,76 Franklin Street,http://21stgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Two Palms,"38 Crosby Street, 3rd Floor",http://twopalms.us,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
U-Haul Gallery,Outside Independent Art Fair,http://uhaulgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
UBS Art Gallery,1285 Avenue of Americas,http://ubs.com/art,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Ubu Gallery,416 East 59th Street,http://ubugallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Ulrik,"175 Canal Street, 3rd Floor",http://ulrik.nyc,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Ulterior Gallery,"424 Broadway, Suite #601",http://ulteriorgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
UNIX Gallery,520 West 24th Street,http://unixgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Upsilon Gallery | New York,"23 East 67th Street, 3rd Floor",http://upsilongallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Van Alen Institute,303 Bond Street,http://vanalen.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Van Der Plas Gallery,156 Orchard Street,http://vanderplasgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Various / Artists,19 Essex Street,http://variousartistsrecords.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Victoria Munroe Fine Art,"67 East 80th Street, Suite #2",http://victoriamunroefineart.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Viridian Artists,"548 West 28th Street, Suite #632, 6th Floor",http://viridianartists.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Vito Schnabel Gallery | Chelsea,455 West 19th Street,http://vitoschnabel.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Voltz Clarke Gallery,195 Chrystie Street,http://voltzclarke.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Warnes Contemporary,"52 2nd Avenue, Suite 40",http://warnescontemporary.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Washburn Gallery,177 Tenth Avenue,http://washburngallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Waterfall Mansion & Gallery,Appointment Only,http://waterfall-gallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Welancora Gallery,33 Herkimer Street,http://welancoragallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Westbeth Gallery,55 Bethune Street,http://westbeth.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
White Columns,91 Horatio Street,http://whitecolumns.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
WhiteBox,9 Avenue B,http://whiteboxny.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Will Shott,17 Pike Street,http://willshott.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
WINDOW,91 Walker Street,http://antonkerngallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Wolf Hill,"380 Broadway, 4th Fl.",http://wolfhillny.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Wook + Lattuada Gallery,"9 East 53rd Street, 3rd Floor",http://9 East 53rd Street,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Wschód | New York,136 Orchard Street,http://galeriawschod.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Yares Art | New York,"745 Fifth Avenue, 4th Floor",http://yaresart.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Yeh Art Gallery | St. John's University,"St. John's University, 8000 Utopia Parkway",http://sjuartgallery.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
YI GALLERY,"254 36th Street, Suite B634, Building 2, Industry City",http://gallery-yi.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Yoshii Gallery,933 Madison Avenue,http://yoshiigallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
ZAZ10TS,10 Times Square,http://zaz10ts.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Zepster Gallery,220 Bogart Street,http://zepstergallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Zürcher Gallery | New York,33 Bleecker Street,http://galeriezurcher.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
